datetime,open,high,low,close,chain_detected_5s,chain_detected_10s,chain_detected_30s,chain_detected_1m,chain_detected_2m,chain_detected_5m,chain_detected_10m
2025-04-03 16:41:25,205.45,205.46,205.42,205.43,0.0,,,,,,
2025-04-03 16:41:30,205.43,205.51,205.42,205.485,0.0,0.0,-1.0,,,,
2025-04-03 16:41:35,205.48,205.55,205.465,205.51,0.0,,,,,,
2025-04-03 16:41:40,205.495,205.5,205.42,205.4899,0.0,0.0,,,,,
2025-04-03 16:41:45,205.47,205.4766,205.32,205.36,0.0,,,,,,
2025-04-03 16:41:50,205.38,205.4296,205.37,205.415,0.0,0.0,,,,,
2025-04-03 16:41:55,205.4,205.43,205.39,205.4169,0.0,,,,,,
2025-04-03 16:42:00,205.44,205.48,205.41,205.46,0.0,0.0,-1.0,-1.0,-1.0,,
2025-04-03 16:42:05,205.47,205.55,205.46,205.49,0.0,,,,,,
2025-04-03 16:42:10,205.51,205.51,205.3841,205.4,0.0,0.0,,,,,
2025-04-03 16:42:15,205.385,205.47,205.335,205.42,0.0,,,,,,
2025-04-03 16:42:20,205.45,205.49,205.44,205.44,0.0,0.0,,,,,
2025-04-03 16:42:25,205.43,205.46,205.39,205.45,0.0,,,,,,
2025-04-03 16:42:30,205.43,205.49,205.39,205.43,0.0,0.0,-1.0,,,,
